LETRA;CATEGORIA;SUBCATEGORIA;CLASSIF;RESTRSEXO;CAUSAOBITO;DESCRICAO;DESCRABREV;REFER;EXCLUIDOS
G;54;4;;;N;Transtornos das raízes lombossacras não classificadas em outra parte;G54.4 Transt das raizes lombossacras NCOP;;
G;54;5;;;N;Amiotrofia nevrálgica;G54.5 Amiotrofia nevralgica;;
G;54;6;;;N;Síndrome dolorosa do membro fantasma;G54.6 Sindr dolorosa do membro fantasma;;
G;54;7;;;N;Síndrome do membro fantasma sem manifestação dolorosa;G54.7 Sindr membro fantasma s/manifest dolorosa;;
G;54;8;;;N;Outros transtornos das raízes e dos plexos nervosos;G54.8 Outr transt das raizes e dos plexos nervosos;;
G;54;9;;;N;Transtorno não especificado das raízes e dos plexos nervosos;G54.9 Transt NE das raizes e dos plexos nervosos;;
G;55;0;*;;;Compressões das raízes e dos plexos nervosos em doenças neoplásicas;G55.0 Compressoes raizes plexos nerv doenc neoplas;C00-D48+;
G;55;1;*;;;Compressões das raízes e dos plexos nervosos em transtornos dos discos intervertebrais;G55.1 Compr raiz plexo nerv transt disco intervert;M50-M51+;
G;55;2;*;;;Compressões das raízes e dos plexos nervosos na espondilose;G55.2 Compressoes raizes plexos nerv espondilose;M47.-+;
G;55;3;*;;;Compressões das raízes e dos plexos nervosos em outras dorsopatias;G55.3 Compressoes raizes plexos nerv outr dorsopat;M45-M46+,M48.-+,M53-M54+;
G;55;8;*;;;Compressões das raízes e dos plexos nervosos em outras doenças classificadas em outra parte;G55.8 Compress raizes plexos nerv outr doenc COP;;
G;56;0;;;N;Síndrome do túnel do carpo;G56.0 Sindr do tunel do carpo;;
G;56;1;;;N;Outras lesões do nervo mediano;G56.1 Outr lesoes do nervo mediano;;
G;56;2;;;N;Lesões do nervo cubital [ulnar];G56.2 Lesoes do nervo cubital;;
G;56;3;;;N;Lesão do nervo radial;G56.3 Lesao do nervo radial;;
G;56;4;;;N;Causalgia;G56.4 Causalgia;;
G;56;8;;;N;Outras mononeuropatias dos membros superiores;G56.8 Outr mononeuropatias dos membros super;;
G;56;9;;;N;Mononeuropatia dos membros superiores, não especificada;G56.9 Mononeuropatia dos membros super NE;;
G;57;0;;;N;Lesão do nervo ciático;G57.0 Lesao do nervo ciatico;;
G;57;1;;;N;Meralgia parestésica;G57.1 Meralgia parestesica;;
G;57;2;;;N;Lesão do nervo femoral;G57.2 Lesao do nervo femoral;;
G;57;3;;;N;Lesão do nervo poplíteo lateral;G57.3 Lesao do nervo popliteo lateral;;
G;57;4;;;N;Lesão do nervo poplíteo medial;G57.4 Lesao do nervo popliteo medial;;
G;57;5;;;N;Síndrome do túnel do tarso;G57.5 Sindr do tunel do tarso;;
G;57;6;;;N;Lesão do nervo plantar;G57.6 Lesao do nervo plantar;;
G;57;8;;;N;Outras mononeuropatias dos membros inferiores;G57.8 Outr mononeuropatias dos membros infer;;
G;57;9;;;N;Mononeuropatia dos membros inferiores, não especificada;G57.9 Mononeuropatia dos membros infer NE;;
G;58;0;;;;Neuropatia intercostal;G58.0 Neuropatia intercostal;;
G;58;7;;;N;Mononeurite múltipla;G58.7 Mononeurite mult;;
G;58;8;;;;Outras mononeuropatias especificadas;G58.8 Outr mononeuropatias espec;;
G;58;9;;;;Mononeuropatia não especificada;G58.9 Mononeuropatia NE;;
G;59;0;*;;;Mononeuropatia diabética;G59.0 Mononeuropatia diabetica;E10-E14+ com quarto caractere comum .4;
G;59;8;*;;;Outras mononeuropatias em doenças classificadas em outra parte;G59.8 Outr mononeuropatias em doenc COP;;
G;60;0;;;;Neuropatia hereditária motora e sensorial;G60.0 Neuropatia hereditaria motora e sensorial;;
G;60;1;;;;Doença de Refsum;G60.1 Doenc de Refsum;;
G;60;2;;;;Neuropatia associada a ataxia hereditária;G60.2 Neuropatia assoc a ataxia hereditaria;;
G;60;3;;;;Neuropatia progressiva idiopática;G60.3 Neuropatia progressiva idiopatica;;
G;60;8;;;;Outras neuropatias hereditárias e idiopáticas;G60.8 Outr neuropatias hereditarias e idiopaticas;;
G;60;9;;;;Neuropatia hereditária e idiopática não especificada;G60.9 Neuropatia hereditaria e idiopatica NE;;
G;61;0;;;;Síndrome de Guillain-Barré;G61.0 Sindr de Guillain-Barre;;
G;61;1;;;;Neuropatia sérica;G61.1 Neuropatia serica;;
G;61;8;;;;Outras polineuropatias inflamatórias;G61.8 Outr polineuropatias inflam;;
G;61;9;;;;Polineuropatia inflamatória não especificada;G61.9 Polineuropatia inflam NE;;
G;62;0;;;;Polineuropatia induzida por drogas;G62.0 Polineuropatia induz p/drogas;;
G;62;1;;;;Polineuropatia alcoólica;G62.1 Polineuropatia alcoolica;;
G;62;2;;;;Polineuropatia devida a outros agentes tóxicos;G62.2 Polineuropatia dev outr agentes toxicos;;
G;62;8;;;;Outras polineuropatias especificadas;G62.8 Outr polineuropatias espec;;
G;62;9;;;;Polineuropatia não especificada;G62.9 Polineuropatia NE;;
G;63;0;*;;;Polineuropatia em doenças infecciosas e parasitárias classificadas em outra parte;G63.0 Polineuropatia em doenc infecc e parasit COP;;
G;63;1;*;;;Polineuropatia em doenças neoplásicas;G63.1 Polineuropatia em doenc neoplasicas;C00-D48+;
G;63;2;*;;;Polineuropatia diabética;G63.2 Polineuropatia diabetica;E10-E14+ com quarto caractere comum .4;
G;63;3;*;;;Polineuropatia em outras doenças endócrinas e metabólicas;G63.3 Polineuropatia outr doenc endocr metabolicas;E00-E07+,E15-E16+,E20-E34+,E70-E89+;
G;63;4;*;;;Polineuropatia em deficiências nutricionais;G63.4 Polineuropatia em defic nutricionais;E40-E64+;
G;63;5;*;;;Polineuropatia em doenças sistêmicas do tecido conjuntivo;G63.5 Polineuropatia doenc sistemicas tec conjunt;M30-M35+;
G;63;6;*;;;Polineuropatia em outros transtornos osteomusculares;G63.6 Polineuropatia outr transt osteomusculares;M00-M25+,M40-M96+;
G;63;8;*;;;Polineuropatia em outras doenças classificadas em outra parte;G63.8 Polineuropatia em outr doenc COP;;
G;64;;;;;Outros transtornos do sistema nervoso periférico;G64   Outr transt do sist nervoso periferico;;
G;70;0;;;;Miastenia gravis;G70.0 Miastenia gravis;;
G;70;1;;;;Transtornos mioneurais tóxicos;G70.1 Transt mioneurais toxicos;;
G;70;2;;;;Miastenia congênita e do desenvolvimento;G70.2 Miastenia congen e do desenvolv;;
G;70;8;;;;Outros transtornos mioneurais especificados;G70.8 Outr transt mioneurais espec;;
G;70;9;;;;Transtorno mioneural não especificado;G70.9 Transt mioneural NE;;
G;71;0;;;;Distrofia muscular;G71.0 Distrofia muscular;;
G;71;1;;;;Transtornos miotônicos;G71.1 Transt miotonicos;;
G;71;2;;;;Miopatias congênitas;G71.2 Miopatias congen;;
G;71;3;;;;Miopatia mitocondrial não classificada em outra parte;G71.3 Miopatia mitocondrial NCOP;;
G;71;8;;;;Outros transtornos primários dos músculos;G71.8 Outr transt prim dos musculos;;
G;71;9;;;;Transtorno muscular primário não especificado;G71.9 Transt muscular prim NE;;
G;72;0;;;;Miopatia induzida por drogas;G72.0 Miopatia induz p/drogas;;
G;72;1;;;;Miopatia alcoólica;G72.1 Miopatia alcoolica;;
G;72;2;;;;Miopatia devida a outros agentes tóxicos;G72.2 Miopatia dev outr agentes toxicos;;
G;72;3;;;;Paralisia periódica;G72.3 Paralisia periodica;;
G;72;4;;;;Miopatia inflamatória não classificada em outra parte;G72.4 Miopatia inflam NCOP;;
G;72;8;;;;Outras miopatias especificadas;G72.8 Outr miopatias espec;;
G;72;9;;;;Miopatia não especificada;G72.9 Miopatia NE;;
G;73;0;*;;;Síndromes miastênicas em doenças endócrinas;G73.0 Sindr miastenicas em doenc endocrinas;;
G;73;1;*;;;Síndrome de Eaton-Lambert;G73.1 Sindr de Eaton-Lambert;C80+;
G;73;2;*;;;Outras síndromes miastênicas em doenças neoplásicas;G73.2 Outr sindr miastenicas em doenc neoplasicas;C00-D48+;
G;73;3;*;;;Síndromes miastênicas em outras doenças classificadas em outra parte;G73.3 Sindr miastenicas em outr doenc COP;;
G;73;4;*;;;Miopatia em doenças infecciosas e parasitárias classificadas em outra parte;G73.4 Miopatia em doenc infecc e parasit COP;;
G;73;5;*;;;Miopatia em doenças endócrinas;G73.5 Miopatia em doenc endocrinas;;
G;73;6;*;;;Miopatia em doenças metabólicas;G73.6 Miopatia em doenc metabolicas;;
G;73;7;*;;;Miopatia em outras doenças classificadas em outra parte;G73.7 Miopatia em outr doenc COP;;
G;80;0;;;;Paralisia cerebral quadriplágica espástica;G80.0 Paralisia cerebral quadriplágica espástica;;
G;80;1;;;;Paralisia cerebral diplégica espástica;G80.1 Paralisia cerebral diplégica espástica;;
G;80;2;;;;Paralisia cerebral hemiplégica espástica;G80.2 Paralisia cerebral hemiplégica espástica;;
G;80;3;;;;Paralisia cerebral discinética;G80.3 Paralisia cerebral discinetica;;
G;80;4;;;;Paralisia cerebral atáxica;G80.4 Paralisia cerebral ataxica;;
G;80;8;;;;Outras formas de paralisia cerebral;G80.8 Outr form de paralisia cerebral;;
G;80;9;;;;Paralisia cerebral não especificada;G80.9 Paralisia cerebral NE;;
G;81;0;;;;Hemiplegia flácida;G81.0 Hemiplegia flacida;;
G;81;1;;;;Hemiplegia espástica;G81.1 Hemiplegia espastica;;
G;81;9;;;;Hemiplegia não especificada;G81.9 Hemiplegia NE;;
G;82;0;;;;Paraplegia flácida;G82.0 Paraplegia flacida;;
G;82;1;;;;Paraplegia espástica;G82.1 Paraplegia espastica;;
G;82;2;;;;Paraplegia não especificada;G82.2 Paraplegia NE;;
G;82;3;;;;Tetraplegia flácida;G82.3 Tetraplegia flacida;;
G;82;4;;;;Tetraplegia espástica;G82.4 Tetraplegia espastica;;
G;82;5;;;;Tetraplegia não especificada;G82.5 Tetraplegia NE;;
G;83;0;;;;Diplegia dos membros superiores;G83.0 Diplegia dos membros super;;
G;83;1;;;;Monoplegia do membro inferior;G83.1 Monoplegia do membro infer;;
G;83;2;;;;Monoplegia do membro superior;G83.2 Monoplegia do membro super;;
G;83;3;;;;Monoplegia não especificada;G83.3 Monoplegia NE;;
G;83;4;;;;Síndrome da cauda eqüina;G83.4 Sindr da cauda equina;;
G;83;8;;;;Outras síndromes paralíticas especificadas;G83.8 Outr sindr paraliticas espec;;
G;83;9;;;;Síndrome paralítica não especificada;G83.9 Sindr paralitica NE;;
G;90;0;;;;Neuropatia autonômica periférica idiopática;G90.0 Neuropatia autonomica periferica idiopatica;;
G;90;1;;;;Disautonomia familiar [Síndrome de Riley-Day];G90.1 Disautonomia familiar;;
G;90;2;;;;Síndrome de Horner;G90.2 Sindr de Horner;;
G;90;3;;;;Degeneração multissistêmica;G90.3 Degeneracao multissistemica;;
G;90;4;;;;Disreflexia autonômica;G90.4 Disreflexia autonômica;;
G;90;8;;;;Outros transtornos do sistema nervoso autônomo;G90.8 Outr transt do sist nervoso autonomo;;
G;90;9;;;;Transtorno não especificado do sistema nervoso autônomo;G90.9 Transt NE do sist nervoso autonomo;;
G;91;0;;;;Hidrocefalia comunicante;G91.0 Hidrocefalia comunicante;;
G;91;1;;;;Hidrocefalia obstrutiva;G91.1 Hidrocefalia obstrutiva;;
G;91;2;;;;Hidrocefalia de pressão normal;G91.2 Hidrocefalia de pressao normal;;
G;91;3;;;;Hidrocefalia pós-traumática não especificada;G91.3 Hidrocefalia pos-traum NE;;
G;91;8;;;;Outras formas de hidrocefalia;G91.8 Outr form de hidrocefalia;;
G;91;9;;;;Hidrocefalia não especificada;G91.9 Hidrocefalia NE;;
G;92;;;;;Encefalopatia tóxica;G92   Encefalopatia toxica;;
G;93;0;;;;Cistos cerebrais;G93.0 Cistos cerebrais;;
G;93;1;;;;Lesão encefálica anóxica, não classificada em outra parte;G93.1 Lesao encefalica anoxica NCOP;;
G;93;2;;;;Hipertensão intracraniana benigna;G93.2 Hipertensao intracraniana benigna;;
G;93;3;;;;Síndrome da fadiga pós-viral;G93.3 Sindr da fadiga pos-viral;;
G;93;4;;;;Encefalopatia não especificada;G93.4 Encefalopatia NE;;
G;93;5;;;;Compressão do encéfalo;G93.5 Compressao do encefalo;;
G;93;6;;;;Edema cerebral;G93.6 Edema cerebral;;
G;93;7;;;;Síndrome de Reye;G93.7 Sindr de Reye;;
G;93;8;;;;Outros transtornos especificados do encéfalo;G93.8 Outr transt espec do encefalo;;
G;93;9;;;;Transtorno não especificado do encéfalo;G93.9 Transt NE do encefalo;;
G;94;0;*;;;Hidrocefalia em doenças infecciosas e parasitárias classificadas em outra parte;G94.0 Hidrocefalia em doenc infecc e parasit COP;A00-B99+;
G;94;1;*;;;Hidrocefalia em doenças neoplásicas;G94.1 Hidrocefalia em doenc neoplasicas;C00-D48+;
G;94;2;*;;;Hidrocefalia em outras doenças classificadas em outra parte;G94.2 Hidrocefalia em outr doenc COP;;
G;94;8;*;;;Outros transtornos encefálicos especificados em doenças classificadas em outra parte;G94.8 Outr transt encefalicos espec em doenc COP;;
G;95;0;;;;Siringomielia e siringobulbia;G95.0 Siringomielia e siringobulbia;;
G;95;1;;;;Mielopatias vasculares;G95.1 Mielopatias vasculares;;
G;95;2;;;;Compressão não especificada de medula espinal;G95.2 Compressao NE de medula espinal;;
G;95;8;;;;Outras doenças especificadas da medula espinal;G95.8 Outr doenc espec da medula espinal;;
G;95;9;;;;Doença não especificada da medula espinal;G95.9 Doenc NE da medula espinal;;
G;96;0;;;;Fístula liquórica;G96.0 Fistula liquorica;;
G;96;1;;;;Transtornos das meninges não classificados em outra parte;G96.1 Transt das meninges NCOP;;
G;96;8;;;;Outros transtornos especificados do sistema nervoso central;G96.8 Outr transt espec do sist nervoso central;;
G;96;9;;;;Transtorno não especificado do sistema nervoso central;G96.9 Transt NE do sist nervoso central;;
G;97;0;;;;Perda de líquor resultante de punção espinal;G97.0 Perda de liquor resultante de puncao espinal;;
G;97;1;;;;Outra reação à punção espinal e lombar;G97.1 Outr reacao a puncao espinal e lombar;;
G;97;2;;;;Hipotensão intracraniana conseqüente à derivação ventricular;G97.2 Hipotensao intracran conseq deriv ventric;;
G;97;8;;;;Outros transtornos pós-procedimento do sistema nervoso;G97.8 Outr transt pos-proced do sist nervoso;;
G;97;9;;;;Transtorno pós-procedimento do sistema nervoso, não especificado;G97.9 Transt pos-proced do sist nervoso NE;;
G;98;;;;;Outros transtornos do sistema nervoso não classificados em outra parte;G98   Outr transt do sist nervoso NCOP;;
G;99;0;*;;;Neuropatia autonômica em doenças endócrinas e metabólicas;G99.0 Neuropatia autonomica doenc endocr metabol;;
G;99;1;*;;;Outros transtornos do sistema nervoso autônomo em doenças classificadas em outra parte;G99.1 Outr transt sist nervoso autonomo doenc COP;;
G;99;2;*;;;Mielopatia em doenças classificadas em outra parte;G99.2 Mielopatia em doenc COP;;
G;99;8;*;;;Outros transtornos especificados do sistema nervoso em doenças classificadas em outra parte;G99.8 Outr transt espec do sist nervoso doenc COP;;
H;00;0;;;N;Hordéolo e outras inflamações profundas das pálpebras;H00.0 Hordeolo e outr inflam profundas palpebras;;
H;00;1;;;N;Calázio;H00.1 Calazio;;
H;01;0;;;N;Blefarite;H01.0 Blefarite;;
H;01;1;;;N;Dermatoses não infecciosas da pálpebra;H01.1 Dermatoses nao infecc da palpebra;;
H;01;8;;;N;Outras inflamações especificadas da pálpebra;H01.8 Outr inflam espec da palpebra;;
H;01;9;;;N;Inflamação não especificada da pálpebra;H01.9 Inflam NE da palpebra;;
H;02;0;;;N;Entrópio e triquíase da pálpebra;H02.0 Entropio e triquiase da palpebra;;
H;02;1;;;N;Ectrópio da pálpebra;H02.1 Ectropio da palpebra;;
H;02;2;;;N;Lagoftalmo;H02.2 Lagoftalmo;;
H;02;3;;;N;Blefarocalásia;H02.3 Blefarocalasia;;
H;02;4;;;N;Ptose da pálpebra;H02.4 Ptose da palpebra;;
H;02;5;;;N;Outros transtornos que afetam a função da pálpebra;H02.5 Outr transt que afetam a funcao da palpebra;;
H;02;6;;;N;Xantelasma da pálpebra;H02.6 Xantelasma da palpebra;;
H;02;7;;;N;Outros transtornos degenerativos da pálpebra e da área periocular;H02.7 Outr transt degener palpebra area periocular;;
H;02;8;;;N;Outros transtornos especificados das pálpebras;H02.8 Outr transt espec das palpebras;;
H;02;9;;;N;Transtorno não especificado da pálpebra;H02.9 Transt NE da palpebra;;
H;03;0;*;;;Infestação parasitária da pálpebra em doenças classificadas em outra parte;H03.0 Infestacao parasit da palpebra doenc COP;;
H;03;1;*;;;Comprometimento da pálpebra em outras doenças infecciosas classificadas em outra parte;H03.1 Compr da palpebra em outr doenc infecc COP;;
H;03;8;*;;;Comprometimento da pálpebra em outras doenças classificadas em outras partes;H03.8 Compr da palpebra em outr doenc COP;;
H;04;0;;;N;Dacrioadenite;H04.0 Dacrioadenite;;
H;04;1;;;N;Outros transtornos da glândula lacrimal;H04.1 Outr transt da gland lacrimal;;
H;04;2;;;N;Epífora;H04.2 Epifora;;
H;04;3;;;N;Inflamação aguda e não especificada dos canais lacrimais;H04.3 Inflam aguda e NE dos canais lacrimais;;
H;04;4;;;N;Inflamação crônica dos canais lacrimais;H04.4 Inflam cronica dos canais lacrimais;;
H;04;5;;;N;Estenose e insuficiência dos canais lacrimais;H04.5 Estenose e insuf dos canais lacrimais;;
H;04;6;;;N;Outras alterações nos canais lacrimais;H04.6 Outr alteracoes nos canais lacrimais;;
H;04;8;;;N;Outros transtornos do aparelho lacrimal;H04.8 Outr transt do aparelho lacrimal;;
H;04;9;;;N;Transtorno não especificado do aparelho lacrimal;H04.9 Transt NE do aparelho lacrimal;;
H;05;0;;;;Inflamação aguda da órbita;H05.0 Inflam aguda da orbita;;
H;05;1;;;;Transtornos inflamatórios crônicos da órbita;H05.1 Transt inflam cronicos da orbita;;
H;05;2;;;;Afecções exoftálmicas;H05.2 Afeccoes exoftalmicas;;
H;05;3;;;;Deformidade da órbita;H05.3 Deform da orbita;;
H;05;4;;;;Enoftalmia;H05.4 Enoftalmia;;
H;05;5;;;;Corpo estranho (antigo) retido conseqüente a ferimento perfurante da órbita;H05.5 Corpo estranho ret cons ferim perfur orbita;;
H;05;8;;;;Outros transtornos da órbita;H05.8 Outr transt da orbita;;
H;05;9;;;;Transtorno não especificado da órbita;H05.9 Transt NE da orbita;;
H;06;0;*;;;Transtornos do aparelho lacrimal em doenças classificadas em outra parte;H06.0 Transt do aparelho lacrimal em doenc COP;;
H;06;1;*;;;Infestação parasitária da órbita em doenças classificadas em outra parte;H06.1 Infestacao parasit da orbita doenc COP;;
H;06;2;*;;;Exoftalmo distireoídeo;H06.2 Exoftalmo distireoideo;E05.-+;
H;06;3;*;;;Outros transtornos da órbita em doenças classificadas em outra parte;H06.3 Outr transt da orbita em doenc COP;;
H;10;0;;;N;Conjuntivite mucopurulenta;H10.0 Conjuntivite mucopurulenta;;
H;10;1;;;N;Conjuntivite aguda atópica;H10.1 Conjuntivite aguda atopica;;
H;10;2;;;N;Outras conjuntivites agudas;H10.2 Outr conjuntivites agudas;;
