LETRA;NÚMERO;CLASSIF;DESCRICAO;DESCRABREV;REFER
M;18;;Artrose da primeira articulação carpometacarpiana;M18   Artrose prim articulacao carpometacarpiana;
M;19;;Outras artroses;M19   Outr artroses;
M;20;;Deformidades adquiridas dos dedos das mãos e dos pés;M20   Deform adquir dedos maos e pes;
M;21;;Outras deformidades adquiridas dos membros;M21   Outr deform adquir dos membros;
M;22;;Transtornos da rótula [patela];M22   Transt da rotula;
M;23;;Transtornos internos dos joelhos;M23   Transt internos dos joelhos;
M;24;;Outros transtornos articulares específicos;M24   Outr transt articulares especificos;
M;25;;Outros transtornos articulares não classificados em outra parte;M25   Outr transt articulares NCOP;
M;30;;Poliarterite nodosa e afecções correlatas;M30   Poliarterite nodosa e afeccoes correlatas;
M;31;;Outras vasculopatias necrotizantes;M31   Outr vasculopatias necrotizantes;
M;32;;Lúpus eritematoso disseminado [sistêmico];M32   Lupus eritematoso disseminado;
M;33;;Dermatopoliomiosite;M33   Dermatopoliomiosite;
M;34;;Esclerose sistêmica;M34   Esclerose sistemica;
M;35;;Outras afecções sistêmicas do tecido conjuntivo;M35   Outr afeccoes sistemicas do tec conjuntivo;
M;36;*;Doenças sistêmicas do tecido conjuntivo em doenças classificadas em outra parte;M36   Doenc sistemicas do tec conjuntivo doenc COP;
M;40;;Cifose e lordose;M40   Cifose e lordose;
M;41;;Escoliose;M41   Escoliose;
M;42;;Osteocondrose da coluna vertebral;M42   Osteocondrose da coluna vertebral;
M;43;;Outras dorsopatias deformantes;M43   Outr dorsopatias deformantes;
M;45;;Espondilite ancilosante;M45   Espondilite ancilosante;
M;46;;Outras espondilopatias inflamatórias;M46   Outr espondilopatias inflam;
M;47;;Espondilose;M47   Espondilose;
M;48;;Outras espondilopatias;M48   Outr espondilopatias;
M;49;*;Espondilopatias em doenças classificadas em outra parte;M49   Espondilopatias em doenc COP;
M;50;;Transtornos dos discos cervicais;M50   Transt dos discos cervicais;
M;51;;Outros transtornos de discos intervertebrais;M51   Outr transt de discos intervertebrais;
M;53;;Outras dorsopatias não classificadas em outra parte;M53   Outr dorsopatias NCOP;
M;54;;Dorsalgia;M54   Dorsalgia;
M;60;;Miosite;M60   Miosite;
M;61;;Calcificação e ossificação do músculo;M61   Calcificacao e ossificacao do musculo;
M;62;;Outros transtornos musculares;M62   Outr transt musculares;
M;63;*;Transtornos de músculo em doenças classificadas em outra parte;M63   Transt de musculo em doenc COP;
M;65;;Sinovite e tenossinovite;M65   Sinovite e tenossinovite;
M;66;;Ruptura espontânea de sinóvia e de tendão;M66   Ruptura espontanea de sinovia e de tendao;
M;67;;Outros transtornos das sinóvias e dos tendões;M67   Outr transt das sinovias e dos tendoes;
M;68;*;Transtorno de sinóvias e de tendões em doenças classificadas em outra parte;M68   Transt de sinovias e de tendoes em doenc COP;
M;70;;Transtornos dos tecidos moles relacionados com o uso, uso excessivo e pressão;M70   Transt tec moles relac uso excess e pressao;
M;71;;Outras bursopatias;M71   Outr bursopatias;
M;72;;Transtornos fibroblásticos;M72   Transt fibroblasticos;
M;73;*;Transtornos dos tecidos moles em doenças classificadas em outra parte;M73   Transt dos tec moles em doenc COP;
M;75;;Lesões do ombro;M75   Lesoes do ombro;
M;76;;Entesopatias dos membros inferiores, excluindo pé;M76   Entesopatias dos membros infer excl pe;
M;77;;Outras entesopatias;M77   Outr entesopatias;
M;79;;Outros transtornos dos tecidos moles, não classificados em outra parte;M79   Outr transt dos tec moles NCOP;
M;80;;Osteoporose com fratura patológica;M80   Osteoporose c/frat patologica;
M;81;;Osteoporose sem fratura patológica;M81   Osteoporose s/frat patologica;
M;82;*;Osteoporose em doenças classificadas em outra parte;M82   Osteoporose em doenc COP;
M;83;;Osteomalácia do adulto;M83   Osteomalacia do adulto;
M;84;;Transtornos da continuidade do osso;M84   Transt da continuidade do osso;
M;85;;Outros transtornos da densidade e da estrutura ósseas;M85   Outr transt da densidade e estrutura osseas;
M;86;;Osteomielite;M86   Osteomielite;
M;87;;Osteonecrose;M87   Osteonecrose;
M;88;;Doença de Paget do osso (osteíte deformante);M88   Doenc de Paget do osso;
M;89;;Outros transtornos ósseos;M89   Outr transt osseos;
M;90;*;Osteopatias em doenças classificadas em outra parte;M90   Osteopatias em doenc COP;
M;91;;Osteocondrose juvenil do quadril e da pelve;M91   Osteocondrose juvenil do quadril e da pelve;
M;92;;Outras osteocondroses juvenis;M92   Outr osteocondroses juvenis;
M;93;;Outras osteocondropatias;M93   Outr osteocondropatias;
M;94;;Outros transtornos das cartilagens;M94   Outr transt das cartilagens;
M;95;;Outras deformidades adquiridas do sistema osteomuscular e do tecido conjuntivo;M95   Outr deform adquir sist osteomusc tec conj;
M;96;;Transtornos osteomusculares pós-procedimentos não classificados em outra parte;M96   Transt osteomusculares pos-proced NCOP;
M;99;;Lesões biomecânicas não classificadas em outra parte;M99   Lesoes biomecanicas NCOP;
N;0;;Síndrome nefrítica aguda;N00   Sindr nefritica aguda;
N;1;;Síndrome nefrítica rapidamente progressiva;N01   Sindr nefritica rapidamente progressiva;
N;2;;Hematúria recidivante e persistente;N02   Hematuria recidivante e persistente;
N;3;;Síndrome nefrítica crônica;N03   Sindr nefritica cronica;
N;4;;Síndrome nefrótica;N04   Sindr nefrotica;
N;5;;Síndrome nefrítica não especificada;N05   Sindr nefritica NE;
N;6;;Proteinúria isolada com lesão morfológica especificada;N06   Proteinuria isolada c/lesao morfolog espec;
N;7;;Nefropatia hereditária não classificada em outra parte;N07   Nefropatia hereditaria NCOP;
N;8;*;Transtornos glomerulares em doenças classificadas em outra parte;N08   Transt glomerulares em doenc COP;
N;10;;Nefrite túbulo-intersticial aguda;N10   Nefrite tubulo-intersticial aguda;
N;11;;Nefrite túbulo-intersticial crônica;N11   Nefrite tubulo-intersticial cronica;
N;12;;Nefrite túbulo-intersticial não especificada se aguda ou crônica;N12   Nefrite tubulo-intersticial NE aguda cronica;
N;13;;Uropatia obstrutiva e por refluxo;N13   Uropatia obstrutiva e p/refluxo;
N;14;;Afecções tubulares e túbulo-intersticiais induzidas por drogas ou metais pesados;N14   Afec tubul tubulo-interst ind drog met pesad;
N;15;;Outras doenças renais túbulo-intersticiais;N15   Outr doenc renais tubulo-intersticiais;
N;16;*;Transtornos renais túbulo-intersticiais em doenças classificadas em outra parte;N16   Transt renais tubulo-intersticiais doenc COP;
N;17;;Insuficiência renal aguda;N17   Insuf renal aguda;
N;18;;Insuficiência renal crônica;N18   Insuf renal cronica;
N;19;;Insuficiência renal não especificada;N19   Insuf renal NE;
N;20;;Calculose do rim e do ureter;N20   Calculose do rim e do ureter;
N;21;;Calculose do trato urinário inferior;N21   Calculose do trato urinario infer;
N;22;*;Calculose do trato urinário inferior em doenças classificadas em outra parte;N22   Calculose do trato urinario infer doenc COP;
N;23;;Cólica nefrética não especificada;N23   Colica nefretica NE;
N;25;;Transtornos resultantes de função renal tubular alterada;N25   Transt result funcao renal tubular alterada;
N;26;;Rim contraído, não especificado;N26   Rim contraido NE;
N;27;;Hipoplasia renal de causa desconhecida;N27   Hipoplasia renal de causa desconhecida;
N;28;;Outros transtornos do rim e do ureter não classificado em outra parte;N28   Outr transt do rim e do ureter NCOP;
N;29;*;Outros transtornos do rim e do ureter em doenças classificadas em outra parte;N29   Outr transt do rim e do ureter em doenc COP;
N;30;;Cistite;N30   Cistite;
N;31;;Disfunções neuromusculares da bexiga não classificados em outra parte;N31   Disfuncoes neuromusculares da bexiga NCOP;
N;32;;Outros transtornos da bexiga;N32   Outr transt da bexiga;
N;33;*;Transtornos da bexiga em doenças classificadas em outra parte;N33   Transt da bexiga em doenc COP;
N;34;;Uretrite e síndrome uretral;N34   Uretrite e sindr uretral;
N;35;;Estenose da uretra;N35   Estenose da uretra;
N;36;;Outros transtornos da uretra;N36   Outr transt da uretra;
N;37;*;Transtornos da uretra em doenças classificadas em outra parte;N37   Transt da uretra em doenc COP;
N;39;;Outros transtornos do trato urinário;N39   Outr transt do trato urinario;
N;40;;Hiperplasia da próstata;N40   Hiperplasia da prostata;
N;41;;Doenças inflamatórias da próstata;N41   Doenc inflam da prostata;
N;42;;Outras afecções da próstata;N42   Outr afeccoes da prostata;
N;43;;Hidrocele e espermatocele;N43   Hidrocele e espermatocele;
N;44;;Torção do testículo;N44   Torcao do testiculo;
N;45;;Orquite e epididimite;N45   Orquite e epididimite;
N;46;;Infertilidade masculina;N46   Infertilidade masc;
N;47;;Hipertrofia do prepúcio, fimose e parafimose;N47   Hipertrofia do prepucio fimose e parafimose;
N;48;;Outros transtornos do pênis;N48   Outr transt do penis;
N;49;;Transtornos inflamatórios de órgãos genitais masculinos, não classificados em outra parte;N49   Transt inflam orgaos genitais masc NCOP;
N;50;;Outros transtornos dos órgãos genitais masculinos;N50   Outr transt dos orgaos genitais masc;
N;51;*;Transtornos dos órgãos genitais masculinos em doenças classificadas em outra parte;N51   Transt orgaos genitais masc doenc COP;
N;60;;Displasias mamárias benignas;N60   Displasias mamarias benignas;
N;61;;Transtornos inflamatórios da mama;N61   Transt inflam da mama;
N;62;;Hipertrofia da mama;N62   Hipertrofia da mama;
N;63;;Nódulo mamário não especificado;N63   Nodulo mamario NE;
N;64;;Outras doenças da mama;N64   Outr doenc da mama;
N;70;;Salpingite e ooforite;N70   Salpingite e ooforite;
N;71;;Doença inflamatória do útero, exceto o colo;N71   Doenc inflam do utero exceto o colo;
N;72;;Doença inflamatória do colo do útero;N72   Doenc inflam do colo do utero;
N;73;;Outras doenças inflamatórias pélvicas femininas;N73   Outr doenc inflam pelvicas femin;
N;74;*;Transtornos inflamatórios da pelve feminina em doenças classificadas em outra parte;N74   Transt inflam da pelve femin em doenc COP;
N;75;;Doenças da glândula de Bartholin;N75   Doenc da gland de Bartholin;
N;76;;Outras afecções inflamatórias da vagina e da vulva;N76   Outr afeccoes inflam da vagina e da vulva;
N;77;*;Ulceração e inflamação vulvovaginais em doenças classificadas em outra parte;N77   Ulceracao e inflam vulvovaginais doenc COP;
N;80;;Endometriose;N80   Endometriose;
N;81;;Prolapso genital feminino;N81   Prolapso genital femin;
N;82;;Fístulas do trato genital feminino;N82   Fistulas do trato genital femin;
N;83;;Transtornos não-inflamatórios do ovário, da trompa de Falópio e do ligamento largo;N83   Transt nao-infl ovario tromp Falop lig largo;
N;84;;Pólipo do trato genital feminino;N84   Polipo do trato genital femin;
N;85;;Outros transtornos não-inflamatórios do útero, exceto do colo do útero;N85   Outr transt nao-inflam utero exc colo utero;
N;86;;Erosão e ectrópio do colo do útero;N86   Erosao e ectropio do colo do utero;
N;87;;Displasia do colo do útero;N87   Displasia do colo do utero;
N;88;;Outros transtornos não-inflamatórios do colo do útero;N88   Outr transt nao-inflam do colo do utero;
N;89;;Outros transtornos não-inflamatórios da vagina;N89   Outr transt nao-inflam da vagina;
N;90;;Outros transtornos não-inflamatórios da vulva e do períneo;N90   Outr transt nao-inflam da vulva e do perineo;
N;91;;Menstruação ausente, escassa e pouco freqüente;N91   Menstruacao ausente escassa e pouco freq;
N;92;;Menstruação excessiva, freqüente e irregular;N92   Menstruacao excessiva frequente e irregular;
N;93;;Outros sangramentos anormais do útero e da vagina;N93   Outr sangramentos anormais utero e vagina;
N;94;;Dor e outras afecções associadas com os órgãos genitais femininos e com o ciclo menstrual;N94   Dor outr afecc ass org genit fem cicl menstr;
N;95;;Transtornos da menopausa e da perimenopausa;N95   Transt da menopausa e da perimenopausa;
N;96;;Abortamento habitual;N96   Abortamento habitual;
N;97;;Infertilidade feminina;N97   Infertilidade femin;
N;98;;Complicações associadas à fecundação artificial;N98   Complic assoc a fecundacao artificial;
N;99;;Transtornos do trato geniturinário pós-procedimentos não classificados em outra parte;N99   Transt trato geniturinario pos-proced NCOP;
O;0;;Gravidez ectópica;O00   Gravidez ectopica;
O;1;;Mola hidatiforme;O01   Mola hidatiforme;
O;2;;Outros produtos anormais da concepção;O02   Outr produtos anormais da concepcao;
O;3;;Aborto espontâneo;O03   Aborto espontaneo;
O;4;;Aborto por razões médicas e legais;O04   Aborto p/razoes medicas e legais;
O;5;;Outros tipos de aborto;O05   Outr tipos de aborto;
O;6;;Aborto não especificado;O06   Aborto NE;
O;7;;Falha de tentativa de aborto;O07   Falha de tentativa de aborto;
O;8;;Complicações conseqüentes a aborto e gravidez ectópica ou molar;O08   Complic conseq aborto gravidez ectop molar;
O;10;;Hipertensão pré-existente complicando a gravidez, o parto e o puerpério;O10   Hipertens pre-exist complic grav parto puerp;
O;11;;Distúrbio hipertensivo pré-existente com proteinúria superposta;O11   Dist hipertens pre-exist proteinuria superp;
O;12;;Edema e proteinúria gestacionais [induzidos pela gravidez], sem hipertensão;O12   Edema e proteinuria gestac s/hipertensao;
O;13;;Hipertensão gestacional [induzida pela gravidez] sem proteinúria significativa;O13   Hipertensao gestacional s/proteinuria signif;
O;14;;Hipertensão gestacional [induzida pela gravidez] com proteinúria significativa;O14   Hipertensao gestacional c/proteinuria signif;
O;15;;Eclâmpsia;O15   Eclampsia;
O;16;;Hipertensão materna não especificada;O16   Hipertensao materna NE;
O;20;;Hemorragia do início da gravidez;O20   Hemorragia do inicio da gravidez;
O;21;;Vômitos excessivos na gravidez;O21   Vomitos excessivos na gravidez;
O;22;;Complicações venosas na gravidez;O22   Complic venosas na gravidez;
O;23;;Infecções do trato geniturinário na gravidez;O23   Infecc do trato geniturinario na gravidez;
O;24;;Diabetes mellitus na gravidez;O24   Diabetes mellitus na gravidez;
O;25;;Desnutrição na gravidez;O25   Desnutric na gravidez;
O;26;;Assistência materna por outras complicações ligadas predominantemente à gravidez;O26   Assist materna outr complic lig predom grav;
O;28;;"Achados anormais do rastreamento [""screening""] antenatal da mãe";O28   Achados anorm rastr antenatal mae;
O;29;;Complicações de anestesia administrada durante a gravidez;O29   Complic anestesia admin durante gravidez;
O;30;;Gestação múltipla;O30   Gestacao mult;
O;31;;Complicações específicas de gestação múltipla;O31   Complic especificas de gestacao mult;
O;32;;Assistência prestada à mãe por motivo de apresentação anormal, conhecida ou suspeitada, do feto;O32   Assist prest mae apres anorm conh susp feto;
O;33;;Assistência prestada à mãe por uma desproporção conhecida ou suspeita;O33   Assist prest mae desprop conhecida suspeita;
O;34;;Assistência prestada à mãe por anormalidade, conhecida ou suspeita, dos órgãos pélvicos maternos;O34   Assist prest mae anor conh susp org pelv mat;
O;35;;Assistência prestada à mãe por anormalidade e lesão fetais, conhecidas ou suspeitadas;O35   Assist prest mae anorm lesao fet conhec susp;
O;36;;Assistência prestada à mãe por outros problemas fetais conhecidos ou suspeitados;O36   Assist prest mae outr probl fet conhec susp;
O;40;;Polihidrâmnio;O40   Polihidramnio;
O;41;;Outros transtornos das membranas e do líquido amniótico;O41   Outr transt membranas e liquido amniotico;
O;42;;Ruptura prematura de membranas;O42   Ruptura prematura de membranas;
O;43;;Transtornos da placenta;O43   Transt da placenta;
O;44;;Placenta prévia;O44   Placenta previa;
O;45;;Descolamento prematuro da placenta [abruptio placentae];O45   Descolamento prematuro da placenta;
O;46;;Hemorragia anteparto não classificada em outra parte;O46   Hemorragia anteparto NCOP;
O;47;;Falso trabalho de parto;O47   Falso trabalho de parto;
O;48;;Gravidez prolongada;O48   Gravidez prolongada;
O;60;;Trabalho de parto pré-termo;O60   Trabalho de parto pre-termo;
O;61;;Falha na indução do trabalho de parto;O61   Falha na inducao do trabalho de parto;
O;62;;Anormalidades da contração uterina;O62   Anormalidades da contracao uterina;
O;63;;Trabalho de parto prolongado;O63   Trabalho de parto prolongado;
